income,dti,credit_history,delinquencies,revolving_utilization,open_accounts,credit_card_limit,default
39758.43,0.157,7.31,4,0.478,13,4224.01,0
44759.26,0.141,6.29,1,0.465,5,14400.54,0
38188.22,0.333,9.73,1,0.132,7,6842.26,0
52219.53,0.146,6.6,2,0.507,7,2071.97,0
41125.11,0.202,4.74,0,0.263,2,1691.04,0
36574.04,0.052,5.58,3,0.529,4,2059.38,0
55567.54,0.317,1.84,3,0.111,12,19213.12,0
62397.93,0.144,9.92,2,0.506,10,19220.8,0
64094.18,0.451,5.2,1,0.112,2,8995.9,0
28378.98,0.38,2.46,0,0.437,10,14187.42,0
33287.71,0.386,4.34,4,0.537,2,14944.68,1
25000.0,0.25,5.19,1,0.377,4,13341.7,0
36919.76,0.127,11.09,0,0.399,3,7089.84,0
46427.32,0.092,1.89,0,0.193,9,12143.51,0
38312.04,0.182,10.51,0,0.396,4,17981.38,0
78889.06,0.244,5.92,2,0.243,11,11791.21,0
34820.26,0.15,5.28,3,0.115,5,18363.36,0
27419.84,0.218,7.3,1,0.307,9,10538.83,0
48970.65,0.237,7.65,1,0.692,5,15197.5,0
42297.23,0.165,10.07,0,0.365,2,3981.56,0
48648.43,0.139,4.97,1,0.277,6,15843.64,0
44637.33,0.528,8.72,1,0.33,4,20441.21,0
43709.38,0.344,10.88,0,0.329,4,18529.02,0
25000.0,0.192,4.13,1,0.568,2,10909.1,0
31127.91,0.099,0.5,0,0.58,7,7342.66,0
32643.02,0.305,7.79,0,0.474,7,11464.81,0
35532.84,0.37,11.34,2,0.174,1,16979.04,0
34305.57,0.259,4.24,2,0.317,5,14813.65,0
46373.64,0.339,8.08,4,0.302,10,14113.21,0
49528.76,0.246,3.47,1,0.687,6,9560.07,0
27009.01,0.042,5.98,1,0.372,5,20328.15,0
51040.85,0.083,11.73,0,0.876,7,6296.45,0
49267.45,0.048,8.34,3,0.497,12,16025.11,0
47241.1,0.089,9.79,1,0.614,3,14395.98,0
25000.0,0.363,6.61,1,0.274,10,8772.92,0
46826.46,0.187,11.68,1,0.558,1,7615.96,0
41312.0,0.288,4.91,2,0.223,13,22536.76,0
56179.55,0.082,7.06,0,0.796,13,8802.42,0
74946.13,0.212,9.92,3,0.209,10,8961.89,0
69970.13,0.157,7.5,1,0.301,1,10235.88,0
41748.78,0.272,6.76,1,0.454,13,18967.14,0
40108.51,0.344,7.72,3,0.409,5,14644.06,0
50070.23,0.214,4.75,2,0.27,5,10113.42,0
27166.4,0.322,4.66,0,0.45,11,9964.22,0
25000.0,0.098,6.7,1,0.364,1,12929.88,0
34016.95,0.086,9.36,1,0.323,7,18404.21,0
61525.02,0.378,10.44,0,0.547,1,20461.56,0
35742.83,0.123,4.49,0,0.315,13,3640.6,0
67907.61,0.193,11.33,3,0.515,8,12039.8,0
25000.0,0.187,8.89,3,0.684,13,9410.74,0
25000.0,0.242,7.15,2,0.176,2,13393.31,0
38434.43,0.022,9.35,1,0.541,13,13558.99,0
54768.37,0.14,7.97,1,0.284,13,15969.17,0
39168.65,0.136,11.4,1,0.373,7,8374.7,0
38813.43,0.1,8.75,1,0.611,7,16100.45,0
38460.63,0.244,8.96,1,0.515,1,14630.03,0
25000.0,0.109,10.56,2,0.348,9,13966.11,0
60193.77,0.13,6.03,2,0.523,3,13859.93,0
31603.79,0.31,6.47,0,0.751,5,11373.62,0
58767.04,0.189,6.67,1,0.48,10,14675.42,0
39156.31,0.199,14.51,0,0.653,5,15834.87,0
58329.09,0.138,5.86,2,0.556,3,19568.65,0
45258.25,0.176,6.72,0,0.356,3,19563.77,0
38663.99,0.11,2.14,1,0.791,10,18284.12,0
43442.42,0.327,8.11,1,0.573,9,12859.1,0
25000.0,0.071,3.49,2,0.171,6,10647.27,0
40219.62,0.143,7.07,0,0.22,9,11346.13,0
73175.37,0.28,8.35,1,0.301,7,14944.0,0
63441.14,0.317,3.93,1,0.479,6,16809.19,0
28431.18,0.365,4.75,3,0.489,7,11976.18,1
47905.71,0.173,8.94,2,0.339,13,11466.7,0
43773.9,0.077,8.35,2,0.112,5,14773.89,0
53424.03,0.176,2.32,1,0.423,11,11694.12,0
41479.45,0.323,7.1,2,0.752,7,9473.38,0
36985.22,0.174,6.18,0,0.357,13,15614.04,0
63941.3,0.069,10.45,5,0.284,5,13348.14,0
43292.68,0.216,8.18,2,0.747,11,8666.39,0
62281.05,0.116,4.76,0,0.27,6,14873.26,0
56445.74,0.233,8.1,2,0.265,2,16806.72,0
35826.01,0.167,4.95,0,0.634,8,10494.96,0
37856.19,0.191,6.46,1,0.378,6,5646.61,0
78860.94,0.429,5.52,0,0.16,8,15307.07,0
42916.81,0.136,3.95,2,0.321,6,12518.91,0
30775.68,0.109,2.54,1,0.159,1,7314.43,0
26370.07,0.142,6.43,0,0.569,5,11989.92,0
56440.73,0.15,5.02,1,0.689,12,7580.64,0
42450.87,0.4,4.52,1,0.283,1,5064.08,0
30417.33,0.188,5.37,0,0.365,12,13096.01,0
50823.02,0.072,7.55,0,0.457,9,18073.89,0
42442.78,0.133,9.22,1,0.225,1,8174.21,0
25000.0,0.138,3.1,6,0.555,4,16356.01,1
49317.78,0.252,11.41,0,0.097,11,15183.87,0
63998.62,0.17,7.62,3,0.383,3,16172.67,0
98316.54,0.122,7.57,3,0.404,7,6198.82,0
40628.13,0.2,11.45,0,0.753,12,18849.85,0
43539.65,0.056,11.31,2,0.661,7,17944.42,0
70425.37,0.134,5.09,1,0.189,7,14434.88,0
42576.29,0.316,10.98,0,0.379,10,4249.97,0
44195.12,0.263,1.97,4,0.358,12,6169.39,0
32185.89,0.281,7.25,0,0.461,8,6900.92,0
25000.0,0.217,11.7,0,0.03,13,7984.68,0
55239.9,0.257,5.67,0,0.201,2,17213.32,0
25700.11,0.074,2.87,0,0.229,2,9039.39,0
59828.04,0.424,9.44,1,0.348,3,18100.12,0
30459.16,0.274,6.72,2,0.582,6,9792.12,0
44039.04,0.265,12.86,0,0.29,7,17653.01,0
35231.82,0.108,10.74,1,0.346,8,16244.49,0
60543.06,0.194,5.5,3,0.391,9,7592.21,0
44591.4,0.296,7.57,2,0.354,4,5420.85,0
79672.79,0.308,1.25,1,0.111,7,8214.99,0
27466.24,0.07,5.7,1,0.287,7,7514.85,0
46390.6,0.062,2.05,0,0.459,5,11166.13,0
40805.4,0.265,4.3,3,0.167,6,11488.0,0
44266.36,0.185,12.92,1,0.521,7,15463.37,0
70162.72,0.163,5.27,0,0.267,1,14680.99,0
49259.69,0.4,3.34,0,0.181,12,21397.1,0
26859.27,0.153,0.77,2,0.439,3,3438.85,1
48374.53,0.245,5.63,2,0.608,4,1000.0,0
34701.33,0.332,3.36,1,0.754,10,14449.14,1
34007.14,0.233,5.24,0,0.537,8,10959.4,0
57875.54,0.456,3.82,1,0.42,4,15597.63,0
32506.03,0.172,8.76,3,0.256,5,8913.73,0
35139.97,0.195,9.98,0,0.141,6,13702.51,0
40592.66,0.115,5.23,3,0.522,3,6626.22,0
55891.36,0.142,8.43,2,0.241,3,3709.53,0
49195.45,0.444,4.49,1,0.389,8,14756.83,0
36973.43,0.087,8.51,3,0.279,3,16049.65,0
36487.98,0.171,9.31,2,0.195,12,16275.13,0
26741.04,0.19,6.06,2,0.469,12,12138.13,0
30762.69,0.059,10.05,0,0.254,6,12114.61,0
31919.32,0.44,6.49,2,0.389,9,9084.17,0
38091.57,0.401,8.64,3,0.353,10,7445.11,1
80448.06,0.119,8.99,3,0.434,6,11356.58,0
31684.59,0.152,4.05,2,0.184,8,17676.09,0
36187.17,0.291,7.55,2,0.342,9,12847.77,0
25000.0,0.312,3.5,0,0.557,13,13254.07,0
49523.37,0.176,5.6,1,0.392,4,14531.55,0
25000.0,0.083,10.15,0,0.262,6,16970.45,0
29222.48,0.262,10.02,1,0.393,11,11662.3,0
57804.24,0.109,10.44,2,0.402,8,10065.14,0
25000.0,0.213,9.72,4,0.456,3,8966.67,0
41505.12,0.169,5.72,2,0.48,5,18335.29,0
53120.88,0.097,3.35,1,0.704,3,11983.67,0
68453.19,0.214,9.94,1,0.673,1,10786.21,0
29084.7,0.023,1.89,2,0.354,11,5765.35,0
32260.26,0.125,13.06,1,0.099,10,1000.0,0
75474.69,0.143,6.65,1,0.208,11,1000.0,0
39784.35,0.232,4.55,2,0.203,8,10554.24,0
31017.52,0.366,4.67,1,0.437,10,9944.57,0
31222.05,0.34,4.97,0,0.508,3,7358.79,0
28555.51,0.206,5.87,1,0.261,6,17320.5,0
34410.42,0.307,8.48,0,0.582,2,20476.86,0
58740.06,0.172,4.86,3,0.229,3,11532.13,0
54760.16,0.237,7.96,0,0.166,1,20157.52,0
26609.02,0.212,12.06,2,0.409,11,14526.74,0
43265.25,0.165,10.63,3,0.576,7,7965.74,0
34865.19,0.166,9.4,1,0.192,5,9788.11,0
52778.23,0.218,4.13,2,0.638,3,9131.38,0
37997.44,0.341,1.6,2,0.315,2,10844.41,0
45708.23,0.286,10.61,0,0.613,11,12114.92,0
37967.59,0.254,1.71,1,0.436,12,14559.61,0
25000.0,0.222,11.13,2,0.431,11,10919.96,0
40800.55,0.087,6.11,1,0.274,6,6857.72,0
25716.51,0.283,7.88,1,0.482,4,14634.65,0
52129.95,0.146,2.77,2,0.722,12,17383.9,0
31636.29,0.354,1.39,1,0.487,6,7479.4,0
32475.64,0.118,11.88,1,0.56,10,6716.67,0
40009.97,0.034,5.33,0,0.209,13,4177.24,0
49130.14,0.195,10.5,1,0.533,10,13519.44,0
37819.86,0.168,2.57,1,0.501,4,16494.07,0
71308.01,0.077,3.89,1,0.549,9,10059.72,0
71473.8,0.315,5.09,2,0.609,8,15681.52,1
73160.72,0.085,6.61,0,0.275,13,14470.54,0
36974.67,0.075,7.39,1,0.657,7,18312.86,0
25000.0,0.246,9.29,1,0.353,11,5812.66,0
61514.46,0.025,0.52,2,0.265,8,14028.82,0
34692.51,0.262,8.69,2,0.278,11,15956.09,0
40674.56,0.425,4.19,0,0.334,5,12810.8,0
50006.69,0.233,3.01,1,0.295,9,19881.43,0
25000.0,0.258,8.22,2,0.236,7,15872.33,0
70982.77,0.179,5.57,1,0.433,3,9467.06,0
54515.31,0.059,6.96,1,0.156,3,13877.25,0
45401.26,0.09,1.25,1,0.682,10,18127.41,0
54820.58,0.441,8.36,2,0.524,13,21215.32,0
48773.06,0.436,6.6,3,0.202,1,12155.19,0
41809.96,0.121,8.6,1,0.276,7,15994.04,0
36036.19,0.11,6.33,2,0.276,2,19116.87,0
30986.29,0.202,4.18,0,0.6,6,20824.89,0
44379.15,0.401,2.28,1,0.102,4,17714.46,0
45543.4,0.134,5.18,1,0.066,5,17432.47,0
58636.91,0.219,12.31,2,0.553,4,9596.29,0
43054.89,0.156,5.51,1,0.38,9,15703.02,0
29773.66,0.127,3.08,3,0.267,11,14146.89,0
25000.0,0.082,5.22,2,0.267,11,17847.61,0
38382.36,0.164,7.26,0,0.379,11,4204.56,0
39750.97,0.226,0.65,2,0.26,7,12261.88,0
38780.31,0.225,6.18,1,0.155,4,11670.45,0
25000.0,0.212,7.62,0,0.545,6,10629.01,0
58457.94,0.147,6.24,4,0.452,1,10382.28,0
58420.4,0.229,9.95,3,0.53,4,17647.52,0
30087.05,0.05,10.09,2,0.324,9,10079.33,0
53214.9,0.27,5.65,2,0.501,10,11718.73,0
56021.5,0.285,9.16,0,0.446,13,12396.85,0
40678.56,0.372,8.46,1,0.821,9,7628.45,0
28796.97,0.07,5.31,0,0.255,12,11639.02,0
70592.81,0.393,9.85,0,0.543,6,15251.78,0
45858.81,0.093,10.69,0,0.315,9,12275.28,0
36758.95,0.271,4.01,2,0.296,10,12845.99,0
52601.29,0.076,7.74,0,0.312,12,8835.52,0
70811.24,0.259,7.96,1,0.461,12,19495.7,0
33724.98,0.109,6.76,1,0.35,12,19109.29,0
51123.42,0.141,3.17,1,0.719,10,6784.37,0
79229.66,0.208,3.54,0,0.417,9,7498.55,0
27151.9,0.027,11.5,0,0.368,1,13150.11,0
33115.65,0.087,0.97,1,0.292,7,1491.58,0
32557.1,0.102,4.81,3,0.295,1,22305.07,0
37971.29,0.35,5.11,2,0.258,10,8910.57,0
37291.07,0.31,2.75,1,0.171,13,7751.33,0
44590.6,0.29,3.28,0,0.552,11,10334.66,0
30117.71,0.089,8.58,2,0.444,3,14829.17,0
32275.63,0.052,5.47,1,0.702,12,11430.3,0
44598.33,0.138,4.76,0,0.122,11,10130.86,0
42370.99,0.249,9.85,1,0.555,6,12354.76,0
54498.47,0.224,4.1,2,0.535,8,8755.91,0
46317.46,0.072,9.21,1,0.349,10,9604.34,0
52582.9,0.31,4.04,1,0.424,12,9384.76,0
26902.29,0.086,4.48,1,0.521,13,18097.45,0
35094.66,0.198,6.51,1,0.366,5,10895.15,0
76644.49,0.089,1.04,1,0.572,4,13547.77,0
46038.23,0.069,5.56,1,0.256,5,1285.59,0
52134.78,0.346,5.76,2,0.719,6,14032.82,1
44154.81,0.034,10.26,3,0.572,11,13446.64,0
46577.25,0.281,7.04,0,0.138,13,7614.05,0
37018.89,0.262,1.44,2,0.146,2,11426.94,0
140091.73,0.075,0.57,0,0.206,12,17187.54,0
34938.53,0.133,4.82,1,0.732,10,8288.36,0
39600.13,0.15,5.33,0,0.191,13,12415.99,0
25000.0,0.242,2.85,0,0.729,12,14223.84,0
59112.24,0.069,2.03,0,0.309,4,13007.76,0
33080.9,0.266,6.35,0,0.37,4,8358.72,0
39289.87,0.16,6.69,1,0.124,13,17819.44,0
33362.43,0.149,8.93,3,0.343,10,9525.8,0
38233.26,0.113,9.28,2,0.332,8,13030.62,0
36334.16,0.348,12.58,1,0.474,13,12716.57,0
39534.75,0.023,6.4,1,0.454,10,21847.09,0
39399.94,0.013,7.96,0,0.4,7,1847.13,0
38026.1,0.336,11.88,1,0.602,6,15331.76,0
37844.58,0.163,5.39,1,0.865,13,10046.23,0
63448.35,0.113,4.13,1,0.16,8,11207.85,0
54638.6,0.214,0.5,1,0.195,13,3822.32,0
54753.95,0.156,7.09,2,0.563,8,14969.59,0
31058.97,0.248,8.0,1,0.404,7,8141.44,0
62310.63,0.255,11.17,0,0.348,4,1000.0,0
59639.63,0.048,6.46,1,0.455,9,15485.98,0
33067.58,0.059,2.71,0,0.441,13,9541.81,0
68415.06,0.187,13.58,1,0.71,10,15340.03,0
31598.69,0.188,2.21,1,0.102,8,11546.32,0
25000.0,0.073,5.23,1,0.251,6,12195.72,0
59014.24,0.227,5.88,2,0.224,5,9042.13,0
38490.57,0.465,11.22,1,0.402,10,10118.35,0
56495.85,0.076,4.7,2,0.542,4,16684.72,0
30823.39,0.05,3.81,1,0.438,2,9252.3,0
25806.47,0.17,7.71,2,0.81,10,15667.05,0
61768.89,0.168,11.15,4,0.772,6,8794.34,0
25000.0,0.256,7.37,3,0.425,11,12232.79,0
25000.0,0.369,6.44,1,0.408,2,9274.79,0
25000.0,0.305,7.92,1,0.799,5,23854.63,0
25000.0,0.027,5.55,0,0.295,8,16482.62,0
27898.09,0.085,9.12,4,0.17,1,16787.6,0
25000.0,0.263,10.82,0,0.567,1,6562.65,0
39637.78,0.127,7.53,1,0.4,2,8038.77,0
25000.0,0.331,10.14,0,0.471,5,7647.78,0
27364.57,0.09,8.0,2,0.154,1,9385.18,0
90782.49,0.168,10.81,1,0.464,6,12961.3,0
45287.82,0.278,9.25,1,0.458,2,8942.48,0
40883.51,0.08,2.28,1,0.287,10,18276.6,0
25000.0,0.203,6.83,1,0.364,3,18494.28,0
36829.0,0.167,3.81,2,0.225,13,10898.28,0
40816.35,0.228,0.5,0,0.329,6,13135.85,0
25000.0,0.237,4.88,0,0.2,5,10431.26,0
41947.04,0.212,6.65,1,0.421,10,17601.04,0
60896.52,0.039,10.57,1,0.462,11,7626.98,0
35529.18,0.381,4.06,0,0.8,12,17726.02,0
37457.69,0.183,10.82,2,0.457,4,12367.96,0
25000.0,0.276,10.53,2,0.571,13,13938.72,0
25000.0,0.099,4.76,0,0.304,10,13592.81,0
58115.83,0.358,7.33,1,0.115,5,16190.6,0
31839.32,0.238,4.34,2,0.876,10,6470.35,0
28986.95,0.003,2.1,0,0.244,3,2098.28,0
31495.37,0.262,3.62,1,0.385,5,13871.47,0
39335.66,0.35,6.47,1,0.652,2,3565.63,0
26757.08,0.043,7.77,2,0.472,11,3676.59,0
41951.97,0.051,3.27,0,0.342,6,16856.23,0
25000.0,0.266,9.47,1,0.326,12,13205.15,0
52622.55,0.099,10.93,2,0.223,4,12032.93,0
27723.36,0.251,11.69,1,0.395,13,20654.93,0
63709.82,0.365,7.61,1,0.755,6,11313.23,0
39994.15,0.161,5.97,0,0.291,10,11913.53,0
29852.52,0.111,3.13,0,0.557,12,8116.82,0
55216.17,0.077,4.09,3,0.519,10,6101.24,0
25000.0,0.093,5.86,1,0.354,10,11239.55,0
33141.02,0.356,5.58,1,0.658,10,18977.03,0
40133.78,0.051,5.89,0,0.792,1,17744.52,0
38468.37,0.28,11.44,2,0.306,13,13340.5,0
25000.0,0.132,8.37,3,0.511,8,15500.41,0
29079.06,0.173,6.39,2,0.186,12,16885.45,0
42569.02,0.051,12.16,2,0.35,7,14056.44,0
25286.8,0.185,9.1,1,0.267,9,10565.8,0
62520.53,0.316,6.61,1,0.272,1,2816.3,0
47729.9,0.22,3.03,1,0.449,5,11690.28,0
33523.97,0.321,2.49,0,0.224,13,10406.25,0
37156.64,0.034,11.49,1,0.573,10,13222.34,0
76998.98,0.224,11.04,0,0.536,3,16203.48,0
55692.23,0.214,7.18,1,0.565,3,13180.88,0
45847.53,0.171,5.85,0,0.293,3,8407.96,0
25000.0,0.28,8.25,0,0.72,2,7219.93,0
70994.95,0.13,6.35,1,0.411,13,14543.67,0
58008.24,0.247,5.69,1,0.326,7,14061.71,0
38103.37,0.093,7.47,0,0.731,7,6678.35,0
33110.5,0.231,6.76,2,0.542,13,25319.11,0
37580.24,0.279,9.07,1,0.769,11,3512.57,0
26352.6,0.159,5.61,1,0.4,2,11830.86,0
34037.74,0.094,7.67,0,0.458,1,12935.29,0
52423.29,0.106,6.35,1,0.269,3,18880.69,0
25000.0,0.303,8.32,0,0.542,9,12870.76,0
35956.82,0.1,7.58,2,0.189,11,13865.22,0
41765.03,0.112,10.56,2,0.8,9,8421.6,0
41616.37,0.221,7.74,3,0.424,3,16713.42,0
26565.59,0.362,3.24,0,0.083,2,10439.88,0
26535.71,0.243,7.41,0,0.481,12,9935.39,0
58759.49,0.179,2.4,0,0.271,3,2305.14,0
26145.04,0.048,10.07,2,0.348,7,11815.51,0
57126.75,0.157,5.51,2,0.361,9,12207.94,0
33900.06,0.192,6.18,0,0.645,1,15075.05,0
58567.12,0.11,7.51,1,0.844,1,18279.29,0
34635.09,0.08,6.42,0,0.537,4,9547.05,0
26681.75,0.043,12.39,2,0.213,6,5605.92,0
54165.22,0.26,3.94,0,0.797,4,1654.72,0
39891.28,0.229,3.95,2,0.109,9,11239.13,0
66636.1,0.03,7.33,1,0.444,8,11906.78,0
54845.2,0.071,6.78,5,0.329,1,15402.46,0
37038.04,0.167,6.66,2,0.387,4,15986.3,0
34290.25,0.333,4.22,1,0.116,4,13344.93,0
40464.5,0.062,6.68,2,0.587,1,7977.52,0
42897.7,0.269,1.7,0,0.329,13,17028.35,0
29477.66,0.166,11.4,0,0.335,6,21698.25,0
53888.85,0.336,7.03,1,0.267,10,9759.0,0
34923.76,0.129,8.1,2,0.39,9,5977.79,0
34611.47,0.219,6.71,2,0.636,5,20997.32,0
33215.07,0.288,4.45,1,0.108,6,15477.25,0
43514.78,0.198,5.07,1,0.472,9,12376.01,0
31501.22,0.307,5.17,2,0.15,4,9316.53,0
42076.28,0.174,3.4,1,0.387,4,10420.35,0
105694.81,0.333,4.51,0,0.71,4,17133.19,0
39388.8,0.374,8.81,2,0.517,8,9358.2,0
34478.75,0.135,5.2,0,0.389,1,18901.95,0
25000.0,0.212,14.23,4,0.216,9,12609.86,0
40846.55,0.207,4.5,1,0.668,7,13047.76,0
27221.68,0.244,9.56,1,0.462,10,1479.78,0
35191.32,0.058,11.85,0,0.767,6,14715.63,0
42322.01,0.3,4.8,1,0.695,2,11608.68,0
25000.0,0.224,5.43,0,0.685,10,14099.52,0
42408.83,0.113,6.05,2,0.852,6,5310.87,0
44648.69,0.151,9.39,0,0.484,13,27432.94,0
25489.32,0.345,8.86,2,0.044,11,9647.01,0
34985.6,0.158,2.89,0,0.729,5,19343.76,0
25000.0,0.186,8.78,2,0.47,13,18224.82,0
69663.05,0.174,9.56,0,0.192,6,13698.61,0
45057.61,0.22,12.66,1,0.512,1,8766.23,0
37689.77,0.295,8.87,1,0.034,3,1000.0,0
37903.45,0.522,9.83,1,0.38,2,10175.56,0
59635.44,0.029,14.68,2,0.618,7,6678.18,0
38833.64,0.238,3.04,1,0.259,7,11324.74,0
45061.61,0.211,2.09,1,0.414,4,14270.35,0
68290.12,0.141,8.26,0,0.146,6,8776.45,0
35555.19,0.067,5.35,1,0.324,12,13470.43,0
27380.26,0.23,7.69,4,0.452,12,15352.99,0
30074.26,0.29,7.62,1,0.69,11,17760.52,0
66173.3,0.188,5.37,1,0.415,1,15541.34,0
41439.92,0.178,4.65,3,0.574,3,14935.16,0
33663.99,0.24,7.63,0,0.532,12,10014.14,0
56431.09,0.111,9.75,0,0.407,5,10919.8,0
56913.34,0.234,3.8,2,0.572,3,11118.3,0
33979.86,0.036,8.17,1,0.168,9,3323.31,0
28561.7,0.094,8.59,3,0.458,2,8420.2,0
25000.0,0.117,4.65,2,0.286,13,14994.5,0
25000.0,0.21,10.05,2,0.641,1,10897.16,0
36579.92,0.044,5.71,1,0.05,1,13825.5,0
29359.79,0.046,3.12,3,0.848,4,12027.21,0
76915.76,0.246,0.54,1,0.493,13,12464.79,0
40965.61,0.217,4.54,0,0.512,2,15256.25,0
25000.0,0.131,8.18,2,0.565,5,11958.02,0
65943.61,0.157,3.61,2,0.543,4,12619.13,0
42471.93,0.215,6.67,0,0.886,4,10208.46,0
51366.57,0.226,6.58,1,0.169,9,15003.77,0
50955.71,0.277,8.56,0,0.453,1,17044.29,0
44524.5,0.499,8.55,1,0.549,2,11428.55,0
48202.68,0.315,3.96,2,0.657,10,10911.01,0
43632.88,0.12,2.77,1,0.15,6,19504.63,0
27248.8,0.279,0.52,1,0.347,2,7377.53,0
45631.62,0.203,7.94,1,0.698,4,21755.72,0
57432.57,0.037,11.29,0,0.593,4,9217.33,0
37289.99,0.126,2.42,1,0.431,7,13639.69,0
48676.7,0.181,10.67,1,0.717,7,9329.72,0
46483.66,0.165,3.07,0,0.122,4,9026.69,0
75771.55,0.196,7.74,0,0.47,1,17208.35,0
36736.92,0.089,9.48,2,0.436,3,18309.38,0
36235.64,0.301,10.61,2,0.526,2,9851.44,0
38525.43,0.271,4.92,0,0.271,3,12699.48,0
38722.0,0.096,6.43,3,0.516,11,5121.4,0
25000.0,0.115,8.5,1,0.36,3,8917.23,0
32051.09,0.328,4.71,2,0.29,8,18568.1,0
44576.4,0.194,8.27,1,0.442,8,20744.36,0
40019.02,0.11,11.05,1,0.745,12,8009.94,0
30340.27,0.098,5.01,2,0.451,1,14630.58,0
31803.36,0.245,7.72,3,0.442,6,4524.06,0
35437.84,0.163,6.88,1,0.643,13,17255.03,0
30316.58,0.33,6.51,0,0.378,9,11920.22,0
33537.93,0.17,8.87,2,0.367,5,15949.04,0
33230.17,0.5,8.03,3,0.427,4,18908.29,0
54906.1,0.337,7.76,0,0.419,6,6552.96,0
57281.73,0.407,6.41,0,0.641,6,15632.4,0
55645.4,0.231,8.11,0,0.46,4,12312.98,0
46599.53,0.336,12.66,2,0.247,10,11695.28,0
31322.35,0.204,12.42,1,0.629,7,18217.13,0
56158.91,0.109,9.38,4,0.296,9,7627.84,0
35954.6,0.181,7.63,2,0.403,3,9882.0,0
40459.97,0.103,2.95,1,0.373,3,14639.59,0
64111.38,0.449,6.01,1,0.438,12,18972.78,0
41332.22,0.26,4.86,1,0.5,1,5528.38,0
43763.24,0.137,5.65,3,0.803,5,21907.46,0
25000.0,0.374,11.18,1,0.158,7,6338.61,0
47593.58,0.15,7.72,1,0.259,9,9237.2,0
28481.15,0.146,5.74,0,0.063,2,12033.22,0
57192.55,0.074,4.78,0,0.279,8,13499.25,0
37623.73,0.296,6.46,4,0.276,2,11371.13,0
25000.0,0.136,6.2,2,0.708,8,15129.41,0
35408.0,0.243,5.92,1,0.081,9,2368.49,0
37056.09,0.191,8.7,1,0.331,9,5251.24,0
47568.04,0.203,6.56,1,0.438,2,14818.25,0
50750.63,0.114,6.76,2,0.432,8,15006.14,0
35784.94,0.165,5.55,1,0.211,3,17702.47,0
57211.14,0.064,9.57,2,0.376,8,19669.67,0
25000.0,0.314,9.83,1,0.171,9,4306.73,0
31260.29,0.241,7.28,2,0.459,8,14402.73,0
27191.85,0.185,8.38,2,0.041,1,13396.09,0
25875.08,0.137,8.71,1,0.714,7,7285.84,0
56156.47,0.151,7.47,0,0.521,4,10937.29,0
53648.55,0.34,9.65,0,0.414,11,2058.14,0
30591.59,0.326,5.26,1,0.569,13,15863.25,0
60616.35,0.255,4.7,0,0.614,5,20375.1,0
41585.77,0.394,7.41,3,0.55,6,14482.91,0
34627.75,0.322,7.63,0,0.482,7,16407.64,0
31491.63,0.393,5.98,3,0.572,11,13772.89,1
30564.82,0.14,6.27,3,0.395,12,5949.27,0
47357.06,0.195,7.56,0,0.117,4,18487.63,0
50390.31,0.051,8.89,2,0.775,11,11162.14,0
43628.92,0.084,9.52,2,0.363,9,10360.36,0
25000.0,0.098,11.69,1,0.26,1,20055.34,0
44521.41,0.237,7.39,0,0.858,4,4829.02,0
48917.42,0.15,4.47,1,0.521,10,1867.86,0
31754.13,0.357,7.3,0,0.381,8,14428.75,0
40747.01,0.343,6.82,0,0.387,10,15129.09,0
25000.0,0.231,7.96,0,0.496,8,7922.55,0
26095.31,0.099,11.37,2,0.615,12,10349.12,0
35829.17,0.233,6.27,0,0.462,8,12661.19,0
36011.27,0.449,6.52,2,0.344,12,11425.63,0
45391.85,0.269,3.92,1,0.594,3,17631.49,0
26491.42,0.181,10.88,0,0.491,4,10676.87,0
35616.98,0.157,7.75,0,0.591,10,7277.22,0
33812.2,0.246,3.24,2,0.337,12,8513.11,0
48281.5,0.114,7.9,2,0.335,7,18459.99,0
65997.03,0.205,7.12,1,0.644,10,10432.9,0
73300.46,0.273,9.75,1,0.478,11,1696.91,0
25000.0,0.113,11.23,3,0.602,10,17781.42,0
39466.01,0.276,7.89,0,0.325,6,7353.99,0
27190.28,0.174,10.46,1,0.363,13,19136.95,0
39235.58,0.229,7.54,1,0.412,2,10161.82,0
46537.87,0.198,7.02,1,0.589,5,16667.31,0
41296.04,0.34,4.9,3,0.56,6,16601.79,1
39452.23,0.389,10.53,0,0.6,7,10429.77,0
67444.73,0.207,2.46,1,0.565,7,13051.62,0
51655.21,0.153,4.76,3,0.717,4,15178.26,0
36481.88,0.245,12.24,1,0.664,5,8124.88,0
40476.38,0.23,9.46,1,0.246,6,9013.85,0
54437.81,0.33,14.28,1,0.55,5,5419.78,0
49683.43,0.285,7.2,2,0.489,9,6808.49,0
34586.66,0.332,8.55,1,0.352,8,17118.9,0
25000.0,0.121,9.02,0,0.532,13,13092.51,0
26512.45,0.281,4.8,1,0.37,11,11380.83,0
42238.72,0.06,4.31,2,0.255,7,15143.38,0
25000.0,0.148,10.71,0,0.428,5,10898.18,0
38050.21,0.071,10.56,0,0.161,9,1000.0,0
34243.46,0.147,8.75,2,0.41,8,20768.52,0
56939.15,0.087,12.81,2,0.645,5,11399.81,0
25303.16,0.142,8.32,2,0.35,1,8910.68,0
25000.0,0.109,7.67,2,0.293,9,10693.29,0
34652.52,0.226,8.41,0,0.287,11,10218.03,0
